tweet_id,created_at,text,location,retweet,favorite
1340499338879971328,2020-12-20 03:28:42,"dude all I wanted this year was a white christmas at home with my family, &amp; it is looking like there could be a chance... I may cry if I wake up Christmas morning to snow","Louisville, KY",0,0
1340494791486951425,2020-12-20 03:10:38,Easily the least stressful @LSUfootball season of my life because of what they gave me last year and everything it took to play this year. Was a usual rollercoaster of a season that I’m accustomed to as a LSU fan but once again I wouldn’t trade it. Looking forward to next year.,"Knoxville, TN",0,1
1340492153290510336,2020-12-20 03:00:09,"growing out of self hatred and into self acceptance is, by far, the best thing I’ve ever done for my physical, mental, and emotional health. 

this year was a shit show for a lot of reasons. but everyday I’m thankful I had the time and space to be alone with myself and grow.",,0,4
1340483312905838592,2020-12-20 02:25:01,took the family to see holiday lights… this year was a good year for lights and spending time with family.,United States,0,7
1340479512694276097,2020-12-20 02:09:55,This year was a year of growth. Thank you for all the lessons i learned. All the strength i gained. All the gratitude gained.,"Ventura, CA",0,0
1340478499753222147,2020-12-20 02:05:53,This year was a hell of a year but 2021 I know I’m getting back on my shit. God has been blessing me💕,"Richmond, VA",1,1
1340475917915856897,2020-12-20 01:55:38,"Been reminiscing over this past year since becoming army last jan.  I love finding new music to listen to. And usually when i do, ill listen to it so much till i get sick of it and then move on to other songs. But this year was a little different. I found their music and","24, 🌈 ",0,0
1340475172369915904,2020-12-20 01:52:40,I have decided to just turn 30 again next Saturday since this year was a wash. I encourage you all to institute a repeat birthday.,The City of Brotherly Love,0,5
1340474978593087496,2020-12-20 01:51:54,"Going to try to read more books this coming year. This year was a total slump for me! 

#Reading #goals","Pennsylvania, USA",0,3
1340474198129569792,2020-12-20 01:48:48,Wow thank you @dsw_us for acknowledging that this year was a little rough for a shoe addict but 2021 we should be back 😭😭😭😭 #thankyouforelite,,0,0
1340462879930273792,2020-12-20 01:03:49,I just need a life reset ... this year was a waste,"Magic Kingdom,FL",0,0
1340457695997005825,2020-12-20 00:43:13,This year was a test.,🇨🇳,0,0
1340454835200512000,2020-12-20 00:31:51,This year was a cool experiment,Mercury 🌌,0,0
1340449856934928384,2020-12-20 00:12:04,...'best investment I made this year was a vacuum🔥,...'top left corner of the map,1,4
1340444616215158784,2020-12-19 23:51:15,The amount of Hip Hop that came out this year was a blessing itself!!,"St Louis, MO",0,4
1340444512695574530,2020-12-19 23:50:50,If I Don’t Win Both Of My Fantasy Leagues This Year Was A Failure,"Hallandale Beach, FL",0,0
1340442673052839936,2020-12-19 23:43:32,"hats off to @CoachDrinkwitz this year, experts projected us with 2 wins, we more than doubled that without a full off-season, with no depth &amp; with NCAA violations from years ago still in effect. this year was a W &amp; we need to build off of it no matter how sour it ended. #NewZou",The South?,0,2
1340440958975008771,2020-12-19 23:36:43,can't believe 2020 is almost over oml this year was a whole ass roller-coaster for me,Morioh,0,0
1340432595528658944,2020-12-19 23:03:29,Well I gotta say this year was a shitty year but I made the best outta of it and learn a lot from my mistakes! Worked my ass off for 5 months straight! Got money in my account it’s time to live life! Got no one to hold me back!,Glacé bay,0,1
1340426581093695488,2020-12-19 22:39:35,this year was a fucking shit show like NEXT,,0,7
1340424038833909764,2020-12-19 22:29:29,Clemson proving earlier this year was a fluke. Interested in how the playoffs shake out,,0,1
1340418455061880835,2020-12-19 22:07:18,This year was a literal joke😂😂😂😂,BLM,0,2
1340418229391519746,2020-12-19 22:06:24,this year was a bummer tbh.,👩🏾‍🤝‍👨🏻👶🏾🐺💙,0,0
1340416398179270656,2020-12-19 21:59:07,Imagine letting COVID be the “reason” for not working towards your dreams. This year was a golden opportunity to move forward and take charge of your life. All the cucks are locked in collecting unemployment while the real ones are working on moving forward and never looking back,Broward,1,1
1340410489587773443,2020-12-19 21:35:38,all I asked Santa this year was a man w no social media and he came through for me Christmas miracles really so happen guys,East Hollywood,0,4
1340409838350680064,2020-12-19 21:33:03,I feel 99% confident that the 1st play of the game for Denver in every game this year was a run..,"Springfield, Oregon",0,0
1340407558649987072,2020-12-19 21:24:00,"looking back, moving around 3x this year was...a lot",,0,1
1340407017907703808,2020-12-19 21:21:51,aint finna show or tell uu im hurt but inside nigga i’m ready to break tf down💔. this year was a sick ass year n just lonely as fuck.,,0,0
1340405998645895168,2020-12-19 21:17:48,Moving away from London this year was a big brain move ngl #quarantine #tier4,,0,0
1340403650749972483,2020-12-19 21:08:28,Tempted to do a D2020 now the question is.... Do I put 20 on all sides for hope or a 1 on all sides since this year was a Crit Fail...#COVID #dice #TTRPG #dungeonsanddragons #maker,"Norwich, England",1,1
1340401526553137153,2020-12-19 21:00:02,But this year was a movie,unknown ,0,0
1340396923241582593,2020-12-19 20:41:44,"Strictly this year was a beautiful, uplifting experience. I loved it! And even though everyone in the Final deserved to be there, I'm stoked that Bill won.","By the sea in Kent, UK",0,1
1340393642289209349,2020-12-19 20:28:42,Loved this #Strictly so much. Thank you to everyone involved. Congrats to Bill &amp; Oti. This year was a fab #StrictlyFinal,UK,0,2
1340386165963165697,2020-12-19 19:58:59,the hottest party I’ve been to this year was a three year old’s birthday party where I got extremely drunk and hit on by a truly beautiful couple.,,0,0
1340384074674954244,2020-12-19 19:50:41,This year was a hell of a year. Promising US better though🤞👩‍👦,,0,2
1340383294064533504,2020-12-19 19:47:35,having a brain injury that affected two of my brain lobes this year was a challenge i wasn’t sure i’d be able to overcome but each day  i’ve been healing and it’s such a good feeling to kick my tbi’s ass,she/they,0,48
1340382319132225538,2020-12-19 19:43:42,"I am a last minute shopper, this year was a success got all my gifts and didn’t break the bank ....AMEN!!!",,0,0
1340382285619752963,2020-12-19 19:43:34,I think my top tier best thing I did this year was a 6 page paper that I wrote for an english class that involved the analysis of @halsey's IWLMIIC and @Jessiereyez's No One's In The Room for an art project video and I will never get that big brain again,breathesiren.tumblr.com,0,0
1340380188677296128,2020-12-19 19:35:14,this year was a blur but not the good kind,bickin back and boolin,0,2
1340380029864321028,2020-12-19 19:34:36,People still trying to tell me deferring this year was a bad decision 🤡,,0,0
1340374150423166979,2020-12-19 19:11:15,"Anyone that says this year was a rollercoaster can stfu. I love rollercoasters, this ain't it.",,0,0
1340371393695854594,2020-12-19 19:00:17,my christmas list this year was a dvd player a book and a polaroid camera,18,0,12
1340370244175589378,2020-12-19 18:55:43,"This year was a year of self reflection, primal reactions, and immense doubt. I barely accomplished anything and I am honestly okay with that. I don't always need to accomplish to grow. Learning my anger is growth. Accepting my toxicity is healing. Trusting myself is vital.",Arkansas,0,1
1340369116599869445,2020-12-19 18:51:14,Getting off my parents insurance this year was a big sad face;(,"Miami, FL",0,0
1340364831237447686,2020-12-19 18:34:13,This year was a mess,,0,0
1340364222128111618,2020-12-19 18:31:47,Only thing I wanted this year was a vlog camera and to see my mummy &amp; sissy! 😩,JA✈FL ✈ NY ✈Chi ,0,0
1340363967777091584,2020-12-19 18:30:47,This year was a great year to $ave money.,,0,0
1340361796209635329,2020-12-19 18:22:09,had another rip-roaring time at virtual Keithmas this year! Was a bit bummed when we heard @richmhope and @chinga_la weren't participating though. Hopefully just a one-off! See y'all next year 🤘,Vancouver,0,2
1340359754107990017,2020-12-19 18:14:02,This year was a real eye opener #DontSleep,T O R O N T O,0,0
1340357568011657218,2020-12-19 18:05:21,"Good luck to all Strictly finalists this weekend. You will all do amazing ! The strictly 2020 line up this year was a epic bunch! 

#Strictly2020 
#StrictlyFinal #StrictlyComeDancing @bbcstrictly",,0,0
1340356030715338752,2020-12-19 17:59:14,"If this year was a drink, what would it be?","Yorkshire and The Humber, Engl",3,26
1340355819339169793,2020-12-19 17:58:24,Wildest shit I seen this year was a white girl post a nigga who got killed but also got the nigga who killed him in her bio saying free him 😭😭😭😭😭,da boot,0,0
1340353736292577280,2020-12-19 17:50:07,Um I made my friends Christmas ornaments last year - forgot to bring them and now I forgot Christmas this year was a thing and I can’t go see them and if I send it now in the mail they will get it in like ...feb and be like wtf thanks ?,"Ontario, Canada",0,0
1340353511972847617,2020-12-19 17:49:14,This year was a year of clarity for a lot of people. Welcome to enlightenment. You’ve entered the 5D. While some are still in the 3D.,"Manhattan, NY",0,1
1340353214043086849,2020-12-19 17:48:03,at the end of every year y’all say “this year was a lesson”,,0,0
1340348937908215809,2020-12-19 17:31:03,2020 brought me new amazing friends via Twitter so i can't really say this year was a complete disaster . Love you all ❤,In my bedroom,3,69
1340348114838847488,2020-12-19 17:27:47,I wish I could of saved a few friendships. I wish I could of told my uncle not to get in that car... or told my other uncle we would never judge him for being sick. I wish I coulda seen my granny before she passed. This year was a weird one.,,0,0
1340347333054246915,2020-12-19 17:24:41,This year was a year of clarity for me. I found out people I thought were my friends weren’t really my friends. Family will lie to you and on you.. Whew!,,0,0
1340346528062423041,2020-12-19 17:21:29,Best thing I bought myself this year was a king bed. Gonna make some accent pillows so I can lay here in luxury like the queen I am.,Gwinnett County,0,0
1340343759423336451,2020-12-19 17:10:29,"I can't wait for shows returning 2021, this year was a struggle.","Lagos, Nigeria",0,0
1340342685991890946,2020-12-19 17:06:13,"If this year was a movie..

Hunger Games 2020 - COVID-19 Edition 🤯

Wales = District 12
 
#COVID19",United Kingdom,1,12
1340341816512503808,2020-12-19 17:02:46,"Something I learned this year. 
Saying NO. 
The amount of ""No s"" I said this year was a lot. Like I have said no every time I wanted to (although I felt bad a few times) but this was a thing I wanted to learn for so long. 
So what I learned this year 
Saying No 😋😀",Delhi,0,1
1340341637558521856,2020-12-19 17:02:03,This year was a fuckin lot boi,,3,7
1340340104649265152,2020-12-19 16:55:57,"this year was a curse and a blessing, but i can’t wait to sit down to reflect on 2020, and see how my mindset &amp; growth has changed✨",pdx,0,8
1340340003919040512,2020-12-19 16:55:33,Mad to think that one of the last leisure activities I enjoyed this year was a Valentine's Day viewing of Sonic the Hedgehog at a cinema in Doncaster,Doncaster/Hertfordshire,0,4
1340336117011210241,2020-12-19 16:40:07,"This year was a roller coaster ride for me . I lost so many friends and made some again. I guess that’s the part and parcel of one’s life . I learned so many things, made plethora no . of mistakes , started to consume more vegetarian options but start eating meat again. Read many",,1,3
1340333797674520576,2020-12-19 16:30:54,the best purchase this year was a sandwich toaster for 9 euro,,0,0
1340333695077498880,2020-12-19 16:30:29,This year was a solid 4/10,"Carson, CA",0,3
1340333384434933766,2020-12-19 16:29:15,"Glad we're in tier 4, needed to happen and making plans to see other households this year was a terrible idea","22 | London, England",0,1
1340330026412208128,2020-12-19 16:15:55,"If this year was a breakfast it would be them lush pancakes I see all over with injectable maple syrup, but instead of maple syrup it would be cyanid and we would all die slow and painful deaths",,0,4
1340328256080408577,2020-12-19 16:08:53,"Reflective me can confirm this year was  a dumpster fire--hard to believe all these things happened in one year &amp; that I'm still standing. BUT when I think about all the people I met this year, the books I read, &amp; the story I'm writing. I know I have a lot to be thankful for, too",,0,6
1340324793170546688,2020-12-19 15:55:07,This year was a mf rollercoaster 🎢 💀,,0,3
1340321658658287619,2020-12-19 15:42:40,"Just a reminder that this year was a HAWT ass mess and to not feel guilty because it didn’t go “as planned” or that you may not do all that were able to in prior years. If you’re here and healthy, just do the best you can. ❤️",Philadelphia and beyond...,0,0
1340321192629202947,2020-12-19 15:40:48,This year was a crazy year at work in my department... we work our butt off,bahamas,0,1
1340321059782840324,2020-12-19 15:40:17,Everything people said about Evangeline Lily this year was a bunch of bullshit.,,0,1
1340319073918398466,2020-12-19 15:32:23,Writing an HEA this year was a radical act of hope,Boston,0,22
1340318838697697280,2020-12-19 15:31:27,This year was a huge lesson.,,10,17
1340318488372588550,2020-12-19 15:30:04,"this year was a train-wreck personified, while simultaneously being the most aggressive teacher. i learned lessons that i have been ignoring for years.",,0,1
1340315286545821707,2020-12-19 15:17:20,"Through the hard times , through the pain and the struggle . God always finds a way . Proud of the whole Rutgers team . This year was a lot of trauma but a testament to our coaches and players that we were able to play 9 straight weeks . #Chop ❤️🛡",,84,1261
1340309611413450753,2020-12-19 14:54:47,"Not going to lie, grading takes on a whole other vibe when there is no “ding ding” zoom noises calling you to the razzle and dazzle us teachers call “show time”. I never thought I would say that. This year was a weird one.",,0,7
1340306298751995910,2020-12-19 14:41:37,"Dear santa

This year was a tough year for Covid-19. Will Santa Claus come?

I don't need a present this year either. I want to meet Kana Nishino ❤️

P.S  The socks have been sterilized

#DearSanta
#サンタさんへ
#西野カナ
#カナやん",福岡県久留米市,1,11
1340299753653997568,2020-12-19 14:15:37,"This is gonna sound redundant, but as 2020 draws to a close, I want to say a big THANK YOU once again to all the teachers and staff at Greeley and the rest of @chappaqua_csd. This year was a year filled with challenges, but you rose up to make sure our education can go on 
1/2","Chappaqua, NY",1,7
