tweet_id,created_at,text,location,retweet,favorite
1340694773418455041,2020-12-20 16:25:17,"Can @Zoom substitute #bodylanguage,  #eye #connect, #informal #dinner or #drinks ?;- Can #2020 really redefine #travel? #Airlines #Hotel #Mobility 2020 was a year to just take a step back and #reinvent",Vile PARLE,0,1
1340694649783025664,2020-12-20 16:24:48,"It's strange to think I'm ending this year on such a higher note than last year.

The channel is growing.
I collaborated in the greatest meme of all-time.
I continue to network and to grow.
And I'm just happy with life.

2020 was a turd, but it was kind of the turd I needed.",Exiled into the Unknown,0,15
1340694621081509891,2020-12-20 16:24:41,I’m determined to hit my goal weight by end of 2021 since 2020 was a best,"Chicago, IL",0,0
1340694098634747904,2020-12-20 16:22:36,So apparently many people have lost “friendships” in 2020. Some have gained true friendship. So basically 2020 was a lesson for all.,"Paramaribo, Suriname",1,1
1340693967428575233,2020-12-20 16:22:05,2020 was a nightmare for everyone but it was also the year Jeon Jungkook blossomed like never before. I'm genuinely excited to watch him unfold his power once the world is free again.,,0,1
1340693959337762818,2020-12-20 16:22:03,2020 was a so unpredictable but I had a vision board.,,0,0
1340693041024217093,2020-12-20 16:18:24,I can’t be anything less than grateful 2020 was a good year for me for the most part,"Charleston, SC ",0,0
1340692505021526016,2020-12-20 16:16:16,2020 was a good year for me .. I pray 2021 be even better 🙏🏽,"Beaumont, TX",1,1
1340692299962048518,2020-12-20 16:15:27,"2020 was a year of desilusion, fear, stress, death, Injustice then don't wish me Merry christmas.",Own World,0,0
1340692187290480641,2020-12-20 16:15:00,Aliens reveal themselves at the stroke of midnight on New Year’s Eve or 2020 was a total waste. 👽 🚀,"Asbury Park , NJ",2,12
1340691502561972225,2020-12-20 16:12:17,"2020 was a real rollercoaster. Lmfaooo damn, we were broke, homeless, rich and a businessman at the same time!! 2019 i said 2020 was going to be shitty but lemme tell you something, 2021 will be close to perfection! 2021 STAND THE FUCK UP!!🔥🔥🔥",,0,0
1340691463441670144,2020-12-20 16:12:08,just a reminder that 2020 was a transition year for us - in other words the deal should have been  worked out by now and businesses are refining their processes - instead no-one knows what the fuck they are doing and we are out in a matter of days,"London, England",2,4
1340690526681636871,2020-12-20 16:08:25,2020 was a horrible year to most but it did me good! Was a year of growth getting a lot of things in order. I’m racing into 2020 with my own place 🙌🏻💯,"Dallas, TX",0,1
1340689319665696774,2020-12-20 16:03:37,2020 was a great year for bulking,,0,1
1340689048638251009,2020-12-20 16:02:32,2020 was a great 👍🔥👍🔥,Northriding,0,0
1340688874796949505,2020-12-20 16:01:51,Li Wenliang (Chinese: 李文亮; 12 October 1986 – 7 February 2020) was a Chinese ophthalmologist known for raising awareness of early COVID-19 infections,Earth,1,0
1340688026863869953,2020-12-20 15:58:29,friendsmas 2020 was a success 💃🏽💃🏽💃🏽💃🏽,LaLa Land ,0,0
1340686760083402755,2020-12-20 15:53:27,2020 was a leap year....,♓︎☉ / ♑︎☽ / ♌︎↑,0,0
1340686703699214336,2020-12-20 15:53:13,2020 was a great year.,,0,0
1340686608882872321,2020-12-20 15:52:50,Woke up so grateful for all the little things. I did not get sober to be miserable. Im gravitating toward only positivity and people with goals! 2020 was a roller-coaster but 2021 is my year🤟 #RecoveryPosse,Massachusetts ,0,11
1340686368234725376,2020-12-20 15:51:53,Lord knows 2020 was a disaster 😕,,0,0
1340686242296573953,2020-12-20 15:51:23,Now that the season is over except for meaningless bowl games. 2020 was a complete failure for Texas football. From the season's results to recruiting. But the good news is we still have CDC and Tom Herman leading the way for next year. What could go wrong? 📉📉 #trendingdown,,0,1
1340686189007925248,2020-12-20 15:51:10,Closing chapters and moving on 2020 was a dangerous year,,0,0
1340685457034780680,2020-12-20 15:48:16,2020 was a yr. got torn all the way down just be built back up .. it was needed ✨, NoRestInTheKingdom ,0,1
1340684722142400519,2020-12-20 15:45:21,As much as 2020 was a trash year ..it was an eye opener on a lot of shit !!! 🥱,st.lucia,2,0
1340684699199541253,2020-12-20 15:45:15,If 2020 was a Man U team sheet it would have dan James on it fucking aifiehfjsjdhdndjdjdj,,0,1
1340684236995633152,2020-12-20 15:43:25,"2020 was a year of struggle. Lives were lost, businesses closed down, and people changed daily habits to survive. Despite challenges, 2020 was also a year of resilience. 

In two sentences, share a personal story that brought you happiness this year. #365joys2020","1 Yonge St., Toronto, Canada",8,10
1340683625877028864,2020-12-20 15:40:59,"I think DeFi has a big run ahead, summer 2020 was a glimpse of whats coming. Just look at the prospects!",,1,1
1340683437087191042,2020-12-20 15:40:14,2020 was a real gut check year.,"Youngstown, OH",0,0
1340682502667563009,2020-12-20 15:36:31,2020 was a bad year for everyone because 2020 tested positive for Covid-19. 😆,Canada! ,0,0
1340682092481568774,2020-12-20 15:34:54,Y’all... 2020 was a WILD ass ride,,7,8
1340681800922873860,2020-12-20 15:33:44,"2020 was a hell for my babies EXO and lisa, those ppl won't leave them alone 😞😞😞

WE STAND BY YOU LISA",𝑜𝓃𝓁𝓎 𝐸𝒳𝒪 • 𝐿𝒜𝐿𝐼𝒮𝒜,0,0
1340681531950546945,2020-12-20 15:32:40,If 2020 was a celebration it would be a bounty.,"London, England",0,4
1340681275389005825,2020-12-20 15:31:39,"Due to a global pandemic, 2020 was a waste of a year in many respects and because of this I will not be wasting any of my time on drama in 2021.

Sincerely, Management.",Namibia,0,3
1340678840662765571,2020-12-20 15:21:58,ive come so far. 2020 was a year of growth fr.,"Ontario, Canada",0,5
1340678807754293249,2020-12-20 15:21:51,2020 was a dumpster fire for me and the world. But leave it to me to finally land a job I like and get away from my toxic tiny hometown and move to a new city amidst all this. I thrive in garbage environments; I just....do.,,0,6
1340678727013949440,2020-12-20 15:21:31,You think 2020 was a mess. Wait til you see 2077.,in space,0,4
1340677487580332032,2020-12-20 15:16:36,"if 2020 was a game, that would be Fifa 21 #fifa21 #fifa #easport @EAHelp @EASPORTSFIFA","Lower Dicker, England",0,0
1340677359490482178,2020-12-20 15:16:05,if 2020 was a bath bomb it would be a toaster,,0,0
1340676915707977730,2020-12-20 15:14:19,2020 was a good music year,,1,3
1340676521397260288,2020-12-20 15:12:45,if 2020 was a bath bomb it would be a fucking toaster,ash,0,54
1340675434556645381,2020-12-20 15:08:26,"If 2020 was a test, I would have to say that evangelicalism flunked.
-Dr. Tom Ascol (@tomascol )","Lahore,Pakistan",0,0
1340675156943859714,2020-12-20 15:07:20,2020 was a good lil “get yo shit together” year for me.,"Orlando, FL",5,3
1340674810062495746,2020-12-20 15:05:57,If 2020 was a fullback it’d be Aurier #TOTLEI,,0,2
1340674484488073217,2020-12-20 15:04:40,2020 was a rollercoaster .,The Netherlands,0,1
1340673991846014977,2020-12-20 15:02:42,"2020 was a fucked up year
But i appreciate that i met these ppl:
@ohhxymph @omarjraza @ritmiw @OhVxlerr @NazFNBR @Nzzty1x @sxmkoo 
Keepin it short cuz i only fw few
Keepin it tight (no homo obv)",PLEASANT PARK,3,5
1340673222824615937,2020-12-20 14:59:39,2020 was a year😂😂that just put icing on the cake for me,New Orleans Vs. All Ya’ll. ULM,0,0
1340673011070988289,2020-12-20 14:58:48,Ok ok ok....surely by now someone else has had to realize that 2020 was a higher power ego check in retribution for the Trump cult?,"Cincinnati, Ohio",0,0
1340672597189648385,2020-12-20 14:57:10,"2020 was a learning stage for me.
2021 I’m APPLYING PRESSURE 🤷🏽‍♀️💪🏽 it’s 🆙",cincy 🤘🏽,0,0
1340670056901062657,2020-12-20 14:47:04,2020 was a waste of my time &amp; energy,L O U I S I A N A 💛,1,2
1340669064025239557,2020-12-20 14:43:07,less than 2 weeks to 2021 and i just... this year feels so long yet so short? idk how to explain. i thought 2020 was a good new start for me but the world proves me wrong. i just hope everything will be better day by day,she/her,0,0
1340667436337684486,2020-12-20 14:36:39,2020 was a year of foundations for me.  2021 we watching shit grow 🌱,🦉in spirit. ,0,0
1340667399889154055,2020-12-20 14:36:31,"If 2020 was a disaster movie, all those Londoners boarding trains last night would be the bit where we're all shouting at the screens, ""No, you idiot! Don't go into the cellar! Well, now they're all going to die."" #tier4lockdown","Lytham St. Annes, England",0,12
1340665090371014658,2020-12-20 14:27:20,My 2020 was a roller coaster of emotions,,2,2
1340663912748990469,2020-12-20 14:22:39,EUROPE IS LITERALLY ABOUT TO CLOSE ALL BORDERS BC OF THE CORONA MUTATION. 2020 was a Trailer YALL 😭,,0,1
1340663784059355136,2020-12-20 14:22:09,Buffalo Bills: “what are you talking about?! 2020 was a great year 🤷‍♂️”,"Manchester, UK",0,1
1340663465141301249,2020-12-20 14:20:53,2020 was a fucking fever dream fuck,,0,0
1340662838495485952,2020-12-20 14:18:23,"Idk bout yall, but I just feel like 2020 was a glitch 🤷🏽‍♀️",Yo Da6dy House,0,1
1340662096493735936,2020-12-20 14:15:26,"Really feel like talking bout this year in retrospect, instead of waiting till New Years. This has been quite a year. 2020 was a rough storm following one of the happiest years of my life. Starting off with an amazing week of Magfest and NYFB, it proceeded to hit me with blows.",United States,0,10
1340660740420734980,2020-12-20 14:10:03,My Snapchat said 2020 was a year of me being on the go 24/7: About Right! 😎,"New York, NY",0,0
1340658911939076097,2020-12-20 14:02:47,"Mapping out my 2021 reading list because 2020 was a collection of distractions and I don’t think I succeeded in finishing more than five books.

Setting reasonableish goals of 2 books a month with room for a third as a bonus if I manage.","Pittsburgh, PA",0,1
1340658578676457478,2020-12-20 14:01:28,"2020 was a year to heal, 2021 is the year to stack up💰💸","Toronto, Ontario",0,0
1340658092611145728,2020-12-20 13:59:32,I can say 2020 was a shitty year but in actuality I’m in a better position now than I was going into it lol,,1,0
1340657663307333633,2020-12-20 13:57:49,"I really do hope we get superpowers. 
2020 was a sad year and superpowers would balance things out a lil.","Pretoria, South Africa",0,0
1340657631367753728,2020-12-20 13:57:42,"Somehow @icp managed to top their previous Livestream with #JuggaloNightCourt That shit was side splitting. 2020 was a bowl of rancid, warmed over asshole for me but these Patreon events have provided laughter, entertainment &amp; Juggalo company for me when it was sorely needed.",Totally not the girl's room I promise don't look there tho,0,3
1340654701113724929,2020-12-20 13:46:03,"The real presents under the tree are old sentiments shed from those who've grown.
2020 was a ramp.",,0,0
1340653707827040258,2020-12-20 13:42:06,2020 was a really shocking year. a lot of shit happened to me this year. I hope 2021 make up for me.,Kingdom of Saudi Arabia,0,2
1340652681438900224,2020-12-20 13:38:02,If 2020 was a food it would be mild Cheddar 😂,"Braintree, Essex UK",0,0
1340652120559726592,2020-12-20 13:35:48,Sometimes my brain tricks me into thinking that 23/10/2020 was a horrible nightmare which never happened. Miss you big brother @TheBitcoinaire 💔,"Sydney, New South Wales",1,3
1340651787737587718,2020-12-20 13:34:28,Snapchat be like 2020 was a year of being on the go 24/7 and it's just my friend driving us in baabda,he/him,0,1
1340649872006012930,2020-12-20 13:26:52,Snapchat be like 2020 was a year of embracing more outdoor adventures and its just me walking in bikaa,he/him,0,3
1340649623455756290,2020-12-20 13:25:52,"2020 was a year of marriage and virus. A little good in whole bad.
#Year2020",🇵🇰🇸🇦 ,0,0
1340649087079747586,2020-12-20 13:23:45,I should’ve known 2020 was a write off when I was locked out for hours after a night out and ended up having to squeeze through the neighbour’s back fence and when I finally got in the dog had pissed and shit everywhere,liverpool | she/her,0,8
1340646532803158019,2020-12-20 13:13:36,2020 was a year of disappointments for me.,"Icém, Brasil",0,1
1340645919050620930,2020-12-20 13:11:09,"Thanks for sending out a Christmas card or newsletter telling us that “2020 was a challenging year for us,” because everyone else thrived",Cincinnati Zoo,3,37
1340644332718714882,2020-12-20 13:04:51,"I’d say 2020 was a year of “pruning” for me. God really taught me so many valuable lessons through lived experiences. Some were exciting and others were incredibly painful but I did learn. And I’m so grateful because 2021 is a new season, where I’m going to apply all I’ve learnt",,0,1
1340644275034451968,2020-12-20 13:04:37,As if going into tier 4 over isn’t bad enough i wake up and see @OllieHolt22 has done an article on @SpursOfficial if 2020 was a sports journalist...,,0,0
1340640826645483520,2020-12-20 12:50:55,"2020 was a difficult year, but it was also the year where the world problems have been more discussed. 
We need to continue the fight for the world we want. A better world, with more environment preservation, more equality and respect !
✊","São Paulo, Brasil",0,2
1340640651008995331,2020-12-20 12:50:13,Overall 2020 was a great year minus a few things i had no control over!! #BlessedAndGrateful,worldwide,0,0
1340638469215891457,2020-12-20 12:41:33,2020 was a fcked up year,,1,0
1340635521459077120,2020-12-20 12:29:50,"I just had to correct myself. Someone on TV said “it’s been a long year” (meaning with Covid etc). “Well actually it hasn’t” was my smug reply, then remembered 2020 was a leap year. Doh 🙄 Fool.",CaravanVlogger HQ,0,8
1340635083762520064,2020-12-20 12:28:06,2020 was a prep for 2021,318🏥870🏠409📍,0,0
1340633288059351041,2020-12-20 12:20:58,"Does anybody else besides me, feel like 2020 was a complete lesson about faith, relationships, friends &amp; family!?","England, United Kingdom",2,75
1340632709622714371,2020-12-20 12:18:40,"""if 2020 was a person, what would you tell?""

— you're such a shit.",,0,2
1340631815070072833,2020-12-20 12:15:07,2020 was a REVEALING YEAR!!!,,0,0
1340630901257097216,2020-12-20 12:11:29,2020 was a waste lmao,She/her.,0,6
1340627656199577603,2020-12-20 11:58:35,2020 was a difficult year for me but also the year God kept me alive with love grace and protection every other thing doesn't matter I can always regain it back,Nigeria,0,2
1340627641062309891,2020-12-20 11:58:31,"I’m laying here thinking about my life.   Loving wife, amazing daughter and living ATB.  2020 was a hard year and a learning experience for me.  My businesses are about to explode and I’m retiring from Hvac.  Welcome 2021.   You couldn’t have happened at a better time. 😎","Surfside Beach, SC",0,2
1340626814205620227,2020-12-20 11:55:14,Everybody I had just met in 2020 was a lesson,,0,2
1340626746186428416,2020-12-20 11:54:58,All those going on about 2020 was a lousy year and 2021 will change things? 2020 is only the First Year of Pandemic.Nothing will magically change on Jan 1 2021.Accept and carry on with the new lifestyle than feeling let down later.What cannot be cured must be endured #2021goals,,2,7
1340625258714451968,2020-12-20 11:49:03,"I🙄 feel like 2020 was a complete lesson about relationships, friends &amp; family",,0,0
1340623991896068096,2020-12-20 11:44:01,"It would be like, so cool and trendy, if you went on social media and told everyone that you thought 2020 was a really shitty year 🤪🤪",,2,17
1340623953207947264,2020-12-20 11:43:52,"'2019_ WAS A PRACTICE .
'2020_ WAS A WARM^up.
'2021 _ WAS A GAME TIME.
            ""SO READY""",,0,0
1340620610699993088,2020-12-20 11:30:35,"2020 was a year to learn
2021 will be a year to use that knowledge",,0,2
1340619644051316737,2020-12-20 11:26:45,18/12/2020 was a happy day ❤️,"Egypt,cairo",0,0
1340616580930007040,2020-12-20 11:14:35,2019 was blessing 2020 was a wake up call 2021 gonna be the rising,,7,30
1340615522136821760,2020-12-20 11:10:22,My snapchat said 2020 was a year for outdoor adventures and then showed me a picture on my couch. Smh why did they have to come at me like that?,,0,10
1340614880467017729,2020-12-20 11:07:49,2020 was a tough year for everyone but one brightspot was the creation of an incredible new app that has erased all of the headaches that have been linked to the tout industry for decades. Thanks to @betstamp I will be selling my picks beginning Jan! Let's have some fun in 2021!,Canada,0,0
1340614624782249986,2020-12-20 11:06:48,So 2020 was a year that really crushed my 34 years of trying life. 💔 Goodbye to the world I thought I knew.,,0,1
1340612044710686720,2020-12-20 10:56:33,"2020 was a tough year to get by. It was tough socially, mentally, emotionally and even financially. We’ve lamented all year and it’s now time for some gratitude/appreciation. 

Quote or reply this tweet with something you really enjoyed about this year.","Abuja, Nigeria.",15,53
1340611765902700544,2020-12-20 10:55:27,2020 was a game changer,"Florida, USA",0,0
1340611529633390593,2020-12-20 10:54:30,"If 2020 was a Desi Food, What would it Be?","Karachi, Pakistan",3,66
1340610920397950977,2020-12-20 10:52:05,“You think 2020 was a hell of a year wait until the mf turn 21 and start drinking” 😑😩🤣🤷🏾‍♀️🤦🏽‍♀️,"Hunters Point, San Francisco",0,0
1340606481297793026,2020-12-20 10:34:27,"Urg, 2020 was a shit year",Net daar ,0,0
1340603586212888576,2020-12-20 10:22:56,2020 was a giant red pill. Don't get stuck in the matrix.,The Trap of AZ,0,0
1340603526179815425,2020-12-20 10:22:42,"2020 was a year when lisa got the most hate from her own fandom, and her own home country. she’s been dragged left and right by people who should be supporting her the most. wtf is wrong with all of you?

WE STAND BY YOU LISA",,0,0
1340601835611185153,2020-12-20 10:15:59,"If you think 2020 was a “cat bath” just wait til the year-odometer rolls to 2021!

Liberals free stuff combined with social justice and continued COVID madness will kill the economy, inflation spikes and zero increases in productivity and efficiency spell trouble ahead",Urban Purgatory Near You,0,3
1340601716354379777,2020-12-20 10:15:31,"Everyone talk about Sweet Home. I'm holding myself not to watch ongoing drama bec I'm impatient. Netflix kdrama 2020 was a whole new level. I know. 

- Extracurricular
- Kingdom",,0,0
1340599693785624581,2020-12-20 10:07:28,"2020 was a good year, fuck off",Siberia ,0,0
1340598629942366208,2020-12-20 10:03:15,"Seriously though, 2020 was a complete shambles of a year. Hoping for a better 2021",Surrey,0,0
1340592631865327617,2020-12-20 09:39:25,i get 2020 was a horror show. but i rlly had a great summer 😭❤️❤️❤️❤️. sorry if u can’t relate,"Brooklyn, NY",0,0
1340591439248412672,2020-12-20 09:34:40,"the fact that all my fav games rn dropping fire ass dlc, 2020 ended off on a banger idc, 2020 was a good year in general",,0,0
1340591316116402181,2020-12-20 09:34:11,2020 was a blessing and a curse ✨❗️,Where you wana be ✨😌,0,0
1340586819373715456,2020-12-20 09:16:19,2020 was a year boy I swear 😐,"Macon, GA",0,0
1340586072204599296,2020-12-20 09:13:21,"2020 was a tough yr, what are you greatful for?","Nairobi, Kenya",0,2
1340585641029980160,2020-12-20 09:11:38,"2020 was a blessing in disguise  for all of us..
The way we all grew day by day.
The way our ship sailed...
FINALE
BHULA DUNGA
SIDNAAZ LIVE
SHONA SHONA
PUNJAB TRIP
KURKURE ADD
INSTA COMMENTS
SID'S BDAY VIDEO
NO OF INTERVIEWS
AND THEM PROMOTING EACH OTHER

#SidNaazKiPyaariDuniya",,46,12
1340583986351931394,2020-12-20 09:05:03,"Eight months of wishing 2020 was a bad dream. That I'd wake up and hear your voice and know my family was whole. That you were still okay and living and loving like you did. I still remember reading and singing you to sleep, I still remember how proud you made me. I love you.",Canada,1,3
1340581683029024770,2020-12-20 08:55:54,"In the same way 2020 was a with or without you kinda year.
2021 is  going to be a you value me or you miss me kinda year.",South Africa🇿🇦,0,2
